10	0.000144588
20	0.000312466
30	0.000724933
40	0.000439602
50	0.000663989
60	0.000956454
70	0.00102811
80	0.00132527
90	0.00165518
100	0.0020061
110	0.00236404
120	0.00249432
130	0.0026583
140	0.00299214
150	0.00329634
160	0.00351152
170	0.00353634
180	0.00693808
190	0.00667273
200	0.00710979
210	0.00777713
220	0.00859382
230	0.00928244
240	0.00732677
250	0.00773884
260	0.00833467
270	0.00931124
280	0.00966889
290	0.0103741
300	0.0111068
310	0.0118802
320	0.0127395
330	0.0134821
340	0.0161659
350	0.0151975
360	0.0160233
370	0.0169324
380	0.0178631
390	0.018863
400	0.019803
410	0.0208161
420	0.0218919
430	0.0230225
440	0.0241245
450	0.025138
460	0.0263105
470	0.0274031
480	0.0302384
490	0.0300513
500	0.0332547
510	0.0324522
520	0.0335425
530	0.0387343
540	0.0363705
550	0.0375991
560	0.0391508
570	0.0436346
580	0.0433579
590	0.0432552
600	0.0548939
610	0.0481868
620	0.0514512
630	0.0497455
640	0.0551483
650	0.0525232
660	0.0541868
670	0.0560189
680	0.0574688
690	0.0601048
700	0.061576
710	0.0630544
720	0.0645736
730	0.0701453
740	0.0738868
750	0.0723737
760	0.0720982
770	0.0737409
780	0.0785209
790	0.077693
800	0.0797028
810	0.081778
820	0.0845762
830	0.0860923
840	0.0879337
850	0.0903056
860	0.0937387
870	0.0946344
880	0.0963573
890	0.099598
900	0.100901
910	0.103352
920	0.107762
930	0.124676
940	0.111607
950	0.115455
960	0.11482
970	0.11717
980	0.1198
990	0.12244
1000	0.127152
