10	0.000704719
20	0.00104641
30	0.00133269
40	0.00254304
50	0.00335871
60	0.00508014
70	0.00590797
80	0.00819694
90	0.00616048
100	0.00559754
110	0.00492976
120	0.00518148
130	0.00502598
140	0.00570593
150	0.00625129
160	0.00692148
170	0.00779837
180	0.00887128
190	0.00943082
200	0.0108417
210	0.0116561
220	0.0131062
230	0.0139192
240	0.0242418
250	0.0164488
260	0.0182588
270	0.0192227
280	0.0208533
290	0.0222146
300	0.0242556
310	0.0254071
320	0.0280123
330	0.0289211
340	0.0311093
350	0.0329246
360	0.03504
370	0.0366304
380	0.0392037
390	0.0404702
400	0.0432728
410	0.0445586
420	0.0502828
430	0.052616
440	0.0537606
450	0.0542305
460	0.0561658
470	0.0591594
480	0.062553
490	0.0642765
500	0.0675343
510	0.0698206
520	0.0731328
530	0.0755281
540	0.0786479
550	0.0807471
560	0.0855877
570	0.0872342
580	0.0920025
590	0.096121
600	0.0979614
610	0.100057
620	0.104347
630	0.106668
640	0.110962
650	0.114283
660	0.117983
670	0.120477
680	0.125576
690	0.128018
700	0.132667
710	0.135804
720	0.142018
730	0.143927
740	0.14973
750	0.152224
760	0.157397
770	0.174581
780	0.170575
790	0.169244
800	0.174492
810	0.178144
820	0.182967
830	0.190845
840	0.198384
850	0.203741
860	0.207138
870	0.215332
880	0.216336
890	0.222998
900	0.227213
910	0.23296
920	0.237025
930	0.242419
940	0.24745
950	0.26381
960	0.260296
970	0.263147
980	0.27358
990	0.274287
1000	0.283256
